Age,Attrition,BusinessTravel,Department,Education,EducationField,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
26,0,2,2,4,2,4,1,1,3,2305,0,15,3,3,3,3,4,3,2,0,2
45,0,2,2,2,4,4,2,4,2,16704,0,11,3,0,21,2,3,21,6,8,6
32,0,3,2,3,1,1,3,1,3,3433,0,13,3,1,10,3,2,5,2,1,3
31,0,2,2,4,1,2,3,1,3,3477,0,14,3,1,6,2,4,5,2,0,3
41,0,1,3,3,5,3,1,2,2,6430,0,19,3,1,10,4,3,3,2,1,2
40,0,2,2,2,1,2,3,2,1,6516,1,16,3,1,18,3,3,1,0,0,0
24,0,2,2,1,2,2,3,1,1,3907,0,13,3,3,6,2,4,6,2,1,2
46,0,2,2,4,1,3,3,2,2,5562,0,14,3,0,19,3,3,10,7,0,9
35,0,2,2,4,1,4,3,2,3,6883,0,16,3,1,17,3,3,7,7,0,7
30,0,2,2,1,1,2,3,1,4,2862,0,12,3,1,10,2,2,10,0,0,8
47,0,1,1,4,3,3,3,2,2,4978,0,11,3,1,4,3,1,1,0,0,0
46,0,2,1,3,1,3,3,3,4,10368,1,12,3,1,13,5,2,10,6,0,3
36,1,2,1,5,3,2,2,2,1,6134,1,13,3,3,16,3,3,2,2,2,2
32,1,2,1,2,1,1,1,2,2,6735,0,15,3,0,10,2,3,0,0,0,0
23,0,2,2,1,2,3,3,1,2,3295,0,13,3,0,3,3,1,3,2,1,2
31,0,3,2,1,4,4,3,2,4,5238,0,20,4,0,9,3,2,5,4,1,4
39,0,1,2,3,1,4,3,2,4,6472,1,15,3,1,9,2,3,9,8,5,8
32,0,2,1,3,1,4,1,3,3,9610,0,13,3,1,10,2,1,4,3,0,2
40,0,2,1,4,2,2,3,5,2,19833,0,14,3,0,21,3,2,21,8,12,8
45,0,2,3,3,1,3,1,3,3,9756,0,21,4,2,9,2,4,5,0,0,3
30,0,3,2,4,4,4,2,1,1,4968,0,16,3,0,10,2,3,9,7,0,7
24,0,3,3,3,2,1,3,1,4,2145,0,14,3,1,3,2,3,2,2,2,1
30,1,3,3,3,5,3,2,1,4,2180,0,11,3,1,6,0,2,4,2,1,2
31,0,2,1,3,4,1,3,2,3,8346,0,19,3,1,6,3,3,5,2,0,2
27,0,2,2,3,2,3,3,1,4,3445,0,11,3,0,6,5,2,6,2,1,4
29,1,2,1,3,3,2,1,1,2,2760,0,13,3,0,2,3,3,2,2,2,2
29,0,3,2,3,1,4,4,2,3,6294,1,12,3,0,10,5,4,3,2,0,2
30,0,2,1,2,3,3,2,3,1,7140,0,11,3,1,12,2,3,7,7,1,7
34,0,2,2,4,2,4,4,1,4,2932,1,14,3,3,6,3,3,5,0,1,2
33,0,1,1,3,3,4,3,2,2,5147,0,15,3,0,13,2,2,11,7,1,7
49,0,2,1,4,3,4,3,2,4,4507,0,12,3,0,8,1,4,5,1,0,4
33,1,2,1,3,1,1,3,3,1,8564,1,20,4,0,11,2,2,0,0,0,0
38,0,3,2,2,2,3,2,1,2,2468,0,14,3,1,9,4,2,6,1,0,5
31,1,2,1,4,3,1,3,3,3,8161,0,13,3,3,10,2,3,1,0,0,0
29,0,2,2,3,4,4,2,1,1,2109,0,13,3,1,1,2,3,1,0,0,0
30,0,2,2,3,1,3,4,2,3,5294,0,16,3,1,10,3,3,7,0,1,7
32,0,1,2,4,4,2,3,1,2,2718,0,14,3,0,12,3,3,7,7,0,7
38,0,2,2,3,2,2,1,2,4,5811,1,16,3,1,15,2,3,1,0,1,0
43,1,3,2,3,4,3,2,1,3,2437,1,16,3,1,6,4,3,1,0,0,0
42,0,2,2,3,2,2,3,1,2,2766,0,22,4,3,7,6,2,5,3,0,4
55,0,2,2,3,2,3,2,5,1,19038,0,12,3,3,34,2,3,1,0,0,0
33,0,1,2,3,4,4,3,2,2,3055,0,15,3,2,11,2,2,9,8,1,7
41,0,2,2,4,1,3,3,1,1,2289,0,20,4,2,5,2,3,5,3,0,4
34,0,1,1,3,1,4,3,2,3,4001,1,14,3,1,15,3,3,15,14,0,7
53,0,1,2,4,2,1,2,4,3,12965,1,20,4,3,27,2,2,3,2,0,2
43,0,2,3,3,1,2,3,1,4,3539,0,13,3,0,10,5,3,9,7,1,8
34,0,2,1,2,1,4,1,2,4,6029,0,12,3,0,6,3,3,2,2,2,2
21,1,2,1,1,3,2,3,1,2,2679,0,13,3,0,1,3,3,1,0,1,0
38,0,2,2,2,6,4,2,1,3,3702,0,11,3,1,5,3,3,5,4,0,4
22,1,2,2,1,2,3,3,1,1,2398,1,17,3,0,1,6,3,1,0,0,0
31,0,2,1,4,3,1,2,2,4,5468,0,14,3,2,13,3,3,12,7,5,7
51,0,2,2,3,4,1,3,3,3,13116,0,11,3,0,15,2,3,2,2,2,2
37,0,2,1,2,3,2,2,2,2,4189,0,14,3,2,5,2,3,5,2,0,3
46,0,2,2,4,2,3,3,5,4,19328,1,17,3,1,24,3,3,2,1,2,2
36,0,2,2,3,1,4,3,3,1,8321,1,13,3,1,15,1,3,12,8,5,7
44,1,3,2,2,2,3,3,1,2,2342,1,12,3,3,6,2,2,5,3,2,3
37,0,2,3,2,6,3,3,2,2,4071,0,13,3,0,19,4,2,10,0,4,7
35,1,2,1,3,1,3,3,2,4,5813,1,18,3,0,10,2,3,10,7,7,7
33,0,2,2,4,1,4,4,1,1,3143,0,19,3,1,14,1,3,10,8,7,6
28,0,2,2,3,1,3,3,1,4,2044,0,11,3,1,5,6,4,5,3,0,3
39,0,2,2,1,2,3,3,3,3,13464,0,21,4,0,9,3,3,4,3,2,2
46,0,1,1,2,1,2,2,2,2,7991,0,15,3,0,6,3,3,2,2,2,2
40,0,2,2,2,1,3,3,1,1,3377,0,17,3,1,7,5,2,4,3,0,2
42,0,2,2,3,2,2,4,2,1,5538,0,18,3,2,10,2,2,0,0,0,0
35,0,1,2,2,2,2,3,2,4,5762,0,14,3,1,15,6,3,7,7,1,7
38,0,1,3,3,5,1,3,1,2,2592,0,13,3,3,13,3,3,11,10,3,8
34,1,3,2,4,1,4,3,2,1,5346,0,17,3,1,11,3,2,7,1,0,7
37,1,2,2,4,2,4,3,2,1,4213,0,15,3,0,10,4,1,10,3,0,8
39,0,3,1,3,1,3,3,2,4,4127,0,18,3,1,7,6,3,2,1,2,2
43,0,1,2,3,1,1,3,1,3,2438,0,13,3,0,7,2,2,3,2,1,2
41,0,2,2,3,1,2,4,2,2,6870,0,12,3,0,11,3,1,3,2,1,2
41,0,2,1,1,3,3,3,3,3,10447,1,13,3,1,23,3,4,22,14,13,5
30,0,2,2,3,2,1,3,3,3,9667,0,14,3,0,9,3,3,7,7,0,2
26,1,2,3,2,2,4,3,1,2,2148,1,11,3,0,6,3,3,5,1,1,4
46,1,2,2,2,2,4,3,2,2,8926,0,22,4,1,13,2,4,9,7,3,7
40,0,2,2,3,1,3,3,2,4,6513,0,17,3,1,12,3,3,5,3,0,3
34,0,2,1,2,4,2,4,2,3,6799,0,21,4,2,10,5,3,10,8,4,8
58,0,1,1,3,2,2,3,4,2,16291,0,22,4,1,37,0,2,16,9,14,14
35,0,2,2,4,2,2,1,1,3,2705,0,16,3,1,6,2,4,5,4,0,3
47,0,2,2,3,1,3,2,3,2,10333,1,12,3,1,28,4,3,22,11,14,10
40,0,2,2,3,1,2,3,2,1,4448,0,12,3,1,15,3,3,7,4,7,7
54,0,2,2,4,2,4,3,2,4,6854,0,15,3,1,14,2,2,7,1,1,7
31,0,3,1,4,3,1,3,3,1,9637,0,14,3,2,9,3,3,3,2,2,2
28,0,2,2,3,2,3,3,1,1,3591,0,25,4,1,3,3,3,3,2,1,2
38,0,2,1,4,3,2,1,2,4,5405,1,20,4,2,20,4,2,4,2,0,3
26,0,2,1,3,2,3,3,2,4,4684,0,13,3,0,5,4,3,5,3,1,2
58,0,3,2,4,1,1,3,4,3,15787,1,14,3,0,23,3,3,2,2,2,2
18,0,1,2,3,2,2,3,1,3,1514,0,16,3,0,0,4,1,0,0,0,0
31,1,2,3,5,5,4,4,1,1,2956,0,17,3,0,2,4,3,1,0,0,0
29,1,2,3,3,5,1,2,1,1,2335,1,15,3,3,4,3,3,2,2,2,0
45,0,1,1,4,1,3,3,2,3,5154,0,22,4,2,10,3,4,8,7,5,7
36,0,2,2,4,6,4,3,2,2,6962,1,22,4,1,15,2,3,1,0,0,0
43,0,3,1,4,1,1,3,2,4,5675,0,20,4,1,7,5,3,7,7,7,7
27,0,3,2,2,1,4,3,1,4,2379,1,14,3,0,6,3,2,5,4,0,2
29,0,3,2,1,2,4,3,1,4,3812,0,13,3,0,11,3,4,11,8,3,10
32,0,3,1,4,3,4,3,2,4,4648,0,13,3,0,4,2,4,0,0,0,0
42,0,1,2,4,4,3,3,1,3,2936,0,22,4,2,10,1,2,6,3,3,3
47,0,2,2,4,1,2,3,1,3,2105,0,12,3,0,7,2,3,2,2,2,0
46,0,2,2,2,1,4,3,3,4,8578,0,14,3,1,12,4,2,9,8,4,7
28,0,1,3,2,1,3,3,1,4,2706,0,15,3,1,3,2,3,3,2,2,2
29,0,2,2,1,1,4,1,2,3,6384,0,17,3,2,11,3,3,7,0,1,6
42,0,2,2,3,1,4,3,1,3,3968,0,13,3,0,8,3,3,0,0,0,0
32,1,2,1,4,3,3,2,2,2,9907,1,12,3,0,7,3,2,2,2,2,2
46,0,2,1,3,4,1,4,4,1,13225,0,12,3,1,25,5,3,19,17,2,8
27,0,2,1,1,2,2,2,2,3,3540,0,21,4,1,9,5,3,9,8,5,8
29,0,2,3,1,2,4,2,1,2,2804,0,11,3,0,1,3,3,1,0,0,0
43,0,2,2,3,2,1,2,5,3,19392,0,13,3,0,21,2,3,16,12,6,14
48,0,2,2,3,1,4,2,5,2,19665,0,12,3,0,29,3,3,22,10,12,9
29,1,3,2,2,1,4,2,1,4,2439,1,24,4,0,1,3,2,1,0,1,0
46,1,2,1,3,1,3,3,3,2,7314,0,21,4,3,14,2,3,8,7,0,7
27,0,3,2,3,1,4,2,1,1,4774,0,19,3,1,8,2,2,7,6,7,3
39,0,2,2,4,6,4,3,2,4,3902,0,14,3,3,7,2,3,2,2,2,2
55,0,2,2,4,4,2,2,1,4,2662,0,20,4,1,19,2,4,5,2,0,4
28,0,2,1,3,2,2,3,1,2,2856,0,19,3,1,1,3,3,1,0,0,0
30,1,2,1,3,2,2,3,1,4,1081,0,13,3,0,1,3,2,1,0,0,0
22,1,2,2,1,1,4,3,1,2,2472,1,23,4,0,1,2,3,1,0,0,0
36,0,2,1,4,4,2,2,2,3,5673,1,13,3,1,10,4,3,10,9,1,7
31,0,2,2,3,1,2,3,2,3,4197,0,11,3,1,10,2,3,10,8,0,2
34,0,2,1,3,1,3,3,3,4,9713,1,13,3,3,9,3,3,5,3,1,0
29,0,2,2,3,1,4,3,1,1,2062,0,14,3,0,11,2,3,3,2,1,2
37,0,2,2,4,2,4,3,2,1,4284,1,22,4,1,16,2,3,5,3,0,4
35,0,2,2,2,6,4,2,2,2,4788,1,11,3,0,4,2,3,3,2,0,2
45,0,2,2,2,1,2,2,2,4,5906,0,13,3,2,10,2,2,9,8,3,8
36,0,3,3,1,5,2,2,2,4,3886,0,21,4,0,10,2,2,10,1,0,8
40,0,2,2,4,1,1,3,4,1,16823,0,11,3,1,22,3,3,19,7,11,16
26,0,2,2,2,1,2,2,1,3,2933,1,13,3,1,1,3,2,1,0,1,0
27,0,2,1,2,2,1,4,2,3,6500,0,14,3,0,9,5,2,8,7,0,7
48,0,3,2,3,2,4,3,4,4,17174,0,11,3,1,24,3,3,22,17,4,7
44,0,2,2,4,1,2,4,2,1,5033,0,15,3,1,10,5,3,2,0,2,2
34,1,1,2,4,4,4,1,1,1,2307,1,23,4,1,5,2,3,5,2,3,0
56,1,2,2,2,1,1,3,1,4,2587,0,16,3,0,5,3,3,4,2,1,0
36,0,2,1,2,3,3,2,2,2,5507,0,16,3,2,12,1,1,4,2,1,3
41,0,2,1,3,3,3,3,2,2,4393,0,21,4,1,14,3,3,5,4,1,4
42,0,2,2,3,2,3,3,3,1,13348,0,13,3,1,18,3,4,13,7,5,7
31,0,2,1,2,2,3,3,2,4,6583,1,11,3,1,8,2,3,5,2,1,4
34,0,2,1,1,2,4,2,2,4,8103,1,12,3,0,9,3,2,4,2,0,1
31,0,2,2,3,2,1,4,1,3,3978,0,12,3,1,4,0,2,2,2,2,2
26,0,3,2,3,6,3,4,1,4,2544,0,18,3,1,8,3,3,7,7,7,7
45,0,3,2,4,2,2,3,2,3,5399,0,12,3,0,12,3,3,4,2,0,3
33,0,2,1,4,3,2,3,2,3,5487,0,14,3,0,10,2,2,10,4,0,9
28,0,3,1,2,1,3,2,2,4,6834,1,12,3,1,7,2,3,7,7,0,7
29,1,3,1,3,4,3,4,1,1,1091,0,17,3,0,1,3,3,1,0,0,0
39,0,1,1,4,1,1,1,2,3,5736,0,19,3,1,10,1,3,3,2,1,2
27,0,2,2,4,4,2,3,1,2,2226,0,11,3,1,6,3,2,5,3,1,2
34,0,3,2,4,6,3,2,2,4,5747,1,15,3,0,16,3,3,15,10,6,11
28,1,2,1,2,3,4,3,2,3,9854,1,11,3,0,6,0,3,2,0,2,2
47,0,1,2,4,4,3,3,2,2,5467,0,18,3,1,16,4,4,8,7,1,7
56,0,2,1,5,3,4,2,2,1,5380,0,16,3,1,6,3,3,0,0,0,0
39,0,2,2,2,2,1,3,2,1,5151,0,25,4,1,10,3,3,10,0,7,9
38,0,3,2,3,2,4,2,2,2,2133,1,16,3,1,20,3,3,20,11,0,7
58,0,2,1,3,1,4,3,4,4,17875,1,13,3,1,29,2,2,1,0,0,0
32,1,3,2,2,1,1,4,1,3,2432,1,14,3,0,8,2,3,4,1,0,3
38,0,2,2,2,1,2,3,1,4,4771,0,19,3,2,10,0,4,5,2,0,3
49,0,3,2,1,1,2,3,5,4,19161,0,15,3,0,28,3,3,5,4,4,3
42,0,2,1,4,3,2,3,2,4,5087,1,12,3,2,14,4,3,0,0,0,0
27,1,3,3,3,5,1,2,1,2,2863,0,12,3,0,1,2,3,1,0,0,0
35,0,2,1,4,2,2,3,2,1,5561,0,16,3,1,6,2,1,5,3,0,4
28,0,1,2,3,2,3,3,1,3,2144,0,14,3,0,5,3,2,5,3,1,4
31,0,1,2,2,2,3,3,1,1,3065,1,13,3,1,4,3,4,4,2,2,3
36,0,1,2,4,1,1,4,1,2,2810,0,22,4,0,5,3,3,5,4,0,2
34,0,2,1,3,3,1,3,3,4,9888,0,21,4,0,14,3,2,14,8,2,1
34,0,2,1,4,2,4,3,3,3,8628,0,18,3,1,9,2,2,8,7,1,1
26,0,2,2,3,2,3,3,1,1,2867,0,13,3,0,8,6,2,7,7,7,6
29,0,2,2,3,1,1,3,2,1,5373,0,12,3,1,6,5,2,5,3,0,2
32,0,1,2,4,2,3,3,2,4,6667,0,18,3,1,9,6,3,5,1,1,2
31,0,3,2,3,1,4,1,2,1,5003,0,21,4,0,10,6,3,10,8,8,7
28,1,2,2,3,4,3,2,1,4,2367,0,12,3,1,6,2,2,4,1,0,3
38,0,2,1,3,1,1,2,1,1,2858,0,14,3,0,20,3,2,1,0,0,0
35,0,2,1,4,1,3,3,2,4,5204,1,11,3,0,10,2,3,10,8,0,9
27,0,2,1,3,3,4,3,2,4,4105,0,14,3,0,7,5,3,7,7,0,7
32,0,2,2,4,1,4,2,2,4,9679,0,24,4,0,8,1,3,1,0,0,0
31,1,3,1,4,3,1,3,2,4,5617,1,11,3,0,10,4,3,10,7,0,8
53,1,2,1,4,1,1,3,3,1,10448,1,13,3,0,15,2,2,2,2,2,2
54,0,2,2,2,1,1,3,2,3,2897,0,11,3,2,9,6,2,4,3,2,3
33,0,3,2,2,1,4,3,2,3,5968,0,20,4,3,9,2,3,9,7,2,8
43,0,2,2,3,1,1,3,3,3,7510,0,17,3,1,10,1,3,10,9,0,9
38,0,3,3,4,6,4,3,1,2,2991,1,11,3,1,7,2,3,6,2,1,2
55,0,2,3,4,5,3,4,5,2,19636,1,18,3,1,35,0,3,10,9,1,4
31,0,2,2,1,2,4,1,1,4,1129,1,11,3,3,1,4,3,1,0,0,0
39,0,2,1,4,3,2,3,4,1,13341,0,12,3,0,21,3,3,20,8,11,10
42,0,1,2,2,1,4,2,2,3,4332,0,12,3,0,20,2,3,20,9,3,7
31,0,1,2,3,2,3,3,3,3,11031,0,20,4,1,13,2,4,11,7,4,8
54,0,2,2,3,2,3,3,2,1,4440,1,19,3,0,9,3,3,5,2,1,4
24,0,2,2,2,1,2,2,2,3,4617,0,12,3,0,4,2,2,4,3,1,2
23,0,2,2,2,6,4,3,1,4,2647,0,13,3,0,5,6,4,5,2,1,4
40,0,3,2,3,4,4,3,2,3,6323,0,11,3,1,10,2,4,10,9,9,4
40,0,2,1,2,3,2,3,2,2,5677,0,14,3,1,15,4,3,11,8,5,10
25,0,2,3,3,5,3,3,1,2,2187,0,14,3,0,6,3,3,2,0,1,2
30,0,2,2,2,2,4,3,1,2,3748,0,13,3,0,12,6,2,12,8,1,7
25,0,2,2,1,6,4,3,1,3,3977,1,19,3,1,7,2,2,2,2,0,2
47,0,2,2,3,2,1,3,3,3,8633,0,23,4,0,25,3,3,17,14,12,11
33,0,1,2,2,2,2,2,1,3,2008,0,12,3,3,1,2,2,1,1,0,0
38,0,2,1,4,1,4,3,2,2,4440,0,15,3,2,16,3,3,15,13,5,8
31,0,2,1,2,1,1,3,1,3,3067,0,19,3,1,3,1,3,2,2,1,2
38,0,3,2,4,1,1,2,2,3,5321,0,11,3,1,10,1,3,8,3,7,7
42,0,2,2,4,1,4,3,2,1,5410,1,17,3,1,9,3,2,4,3,1,2
41,0,2,2,3,1,4,3,1,4,2782,0,22,4,1,12,3,3,5,3,1,0
47,0,1,2,1,2,3,3,3,2,11957,0,18,3,2,14,3,1,13,8,5,12
35,0,2,2,4,2,4,3,1,3,2660,1,11,3,1,5,3,3,2,2,2,2
22,0,2,2,2,1,4,3,1,3,3375,0,12,3,0,4,2,4,3,2,1,2
35,0,2,2,4,2,2,3,2,3,5098,0,19,3,0,10,5,3,10,7,0,8
33,0,2,2,2,2,2,3,2,4,4878,1,13,3,1,10,6,3,9,7,8,1
32,0,2,2,4,1,3,2,1,2,2837,0,13,3,0,6,3,3,6,2,4,1
40,0,2,2,4,1,1,3,1,4,2406,0,19,3,2,8,3,2,1,0,0,0
32,0,2,1,4,2,2,2,1,2,2269,0,14,3,1,3,2,3,2,2,2,2
39,0,2,2,1,1,1,3,2,4,4108,0,13,3,0,18,2,3,7,7,1,7
38,0,2,2,3,2,2,1,3,3,13206,0,12,3,1,20,3,3,18,16,1,11
32,0,2,1,4,3,3,3,3,4,10422,0,19,3,2,14,3,3,14,10,5,7
37,0,2,2,3,1,3,4,3,4,13744,1,25,4,1,16,2,3,16,11,6,8
25,0,2,1,2,6,1,3,2,3,4907,1,22,4,1,6,3,2,5,3,0,4
52,0,1,1,4,1,1,3,1,4,3482,0,15,3,2,16,3,2,9,8,0,0
44,0,2,2,3,2,2,3,1,4,2436,1,12,3,0,6,2,3,4,3,1,2
21,0,2,1,1,2,3,3,1,1,2380,1,11,3,0,2,6,3,2,2,1,2
39,0,1,2,3,1,4,3,5,4,19431,0,13,3,0,21,3,2,6,0,1,3
23,1,3,1,3,3,4,3,1,1,1790,0,19,3,1,1,3,2,1,0,1,0
36,0,2,1,3,2,1,2,3,4,7644,0,19,3,2,10,2,3,9,7,3,4
36,0,3,2,2,1,4,3,2,2,5131,0,13,3,3,18,3,3,4,2,0,2
56,0,1,2,4,1,3,3,2,3,6306,0,21,4,1,13,2,2,13,12,1,9
29,1,2,2,4,2,1,3,1,4,4787,1,14,3,3,4,3,4,2,2,2,2
42,0,2,2,3,1,1,3,5,3,18880,0,11,3,0,24,2,2,22,6,4,14
56,1,2,2,2,4,4,3,1,3,2339,0,11,3,1,14,4,1,10,9,9,8
41,0,2,2,4,1,1,2,4,2,13570,0,23,4,1,21,3,3,20,7,0,10
34,0,2,1,3,3,4,2,2,3,6712,0,21,4,2,8,2,3,8,7,1,7
36,0,1,1,4,3,4,1,2,4,5406,0,24,4,1,15,4,2,15,12,11,11
41,0,2,1,3,1,3,2,2,2,8938,0,11,3,1,14,5,3,5,4,0,4
32,0,2,2,3,4,4,3,1,1,2439,0,14,3,0,4,4,3,4,2,1,2
35,0,2,3,4,1,3,3,3,4,8837,1,16,3,0,9,2,3,9,0,1,7
38,0,2,1,2,1,1,3,2,4,5343,0,11,3,1,10,1,3,10,7,1,9
50,1,3,1,4,1,2,3,2,3,6728,0,12,3,2,12,3,3,6,3,0,1
36,0,2,1,4,3,2,2,2,4,6652,0,13,3,1,8,2,2,6,3,0,0
45,0,2,1,3,1,4,3,2,3,4850,0,15,3,0,8,3,3,5,3,0,1
40,0,2,2,4,1,3,2,1,3,2809,0,14,3,0,8,2,3,2,2,2,2
35,0,3,2,4,1,3,3,2,3,5689,1,14,3,2,10,2,4,10,2,0,2
40,0,2,2,4,2,3,3,1,3,2001,0,14,3,3,20,2,3,5,3,0,2
35,0,2,2,4,1,3,1,1,4,2977,0,12,3,1,4,5,3,4,3,1,1
29,0,2,2,2,6,4,2,2,2,4025,1,13,3,1,10,2,3,4,3,0,3
29,0,2,2,4,2,4,2,1,1,3785,0,14,3,0,5,3,1,5,4,0,4
50,1,2,1,3,3,4,2,3,1,10854,1,13,3,1,20,3,3,3,2,2,0
39,0,2,1,1,3,2,2,4,4,12031,0,11,3,1,21,2,2,20,9,9,6
31,0,1,2,3,2,2,3,2,1,9936,0,19,3,0,10,2,3,9,4,1,7
26,0,2,1,3,6,4,2,1,3,2966,0,18,3,0,5,2,3,4,2,0,0
36,0,3,2,2,2,3,4,2,4,2571,0,17,3,1,17,3,3,5,2,0,3
39,0,2,2,1,2,4,2,3,1,9991,0,15,3,1,9,5,3,7,7,1,7
27,0,2,2,3,1,2,4,2,2,6142,1,20,4,1,6,0,3,6,2,0,3
49,0,3,1,3,2,4,2,2,2,5390,0,14,3,0,17,3,2,9,6,0,8
34,0,2,2,3,2,2,4,2,3,4404,0,12,3,0,6,3,4,4,3,1,2
